dataset,setting,candidate,seed,PR-AUC,ROC-AUC,category
Yelp,unsupervised,taps,111,8.49786145645916,64.85812631578948,nlp
20newsgroups,unsupervised,taps,111,9.372156241305609,70.37160727555825,nlp
Agnews,unsupervised,taps,222,5.852333283348313,55.514936842105264,nlp
Amazon,unsupervised,taps,222,5.958834938850987,57.65801052631579,nlp
Imdb,unsupervised,taps,222,4.7606034517640765,50.02282105263159,nlp
Yelp,unsupervised,taps,222,8.507813025600587,65.54325263157894,nlp
20newsgroups,unsupervised,taps,222,9.249105728180204,69.49489543154394,nlp
Agnews,unsupervised,taps,333,5.8833341981720215,55.1492105263158,nlp
Amazon,unsupervised,taps,333,6.020132987770512,58.24252631578948,nlp
Imdb,unsupervised,taps,333,4.671838870289459,48.71306315789474,nlp
Yelp,unsupervised,taps,333,7.703039427949358,62.80186315789473,nlp
20newsgroups,unsupervised,taps,333,9.075758663997558,69.20273187303161,nlp
Agnews,unsupervised,taps,444,5.893904228264901,56.6036,nlp
Amazon,unsupervised,taps,444,5.865378255409428,56.81524210526317,nlp
Imdb,unsupervised,taps,444,4.760693850650828,49.5724,nlp
Yelp,unsupervised,taps,444,7.675629889903547,62.03988421052632,nlp
20newsgroups,unsupervised,taps,444,8.71314660228867,69.60747018648927,nlp
Agnews,unsupervised,taps,555,5.954868059861839,55.38173684210527,nlp
Amazon,unsupervised,taps,555,5.900135509161884,57.45356842105264,nlp
Imdb,unsupervised,taps,555,4.822108188322927,50.52738947368422,nlp
Yelp,unsupervised,taps,555,7.728495167911236,64.16238947368423,nlp
20newsgroups,unsupervised,taps,555,8.217556980970373,65.91749531122828,nlp
Agnews,unsupervised,unsup_nlp_ssts_light,111,5.963299549778084,56.66038947368421,nlp
Amazon,unsupervised,unsup_nlp_ssts_light,111,6.0639358827704175,57.88861052631579,nlp
Imdb,unsupervised,unsup_nlp_ssts_light,111,4.772026105771881,50.426557894736845,nlp
Yelp,unsupervised,unsup_nlp_ssts_light,111,8.44549508815647,64.74235789473686,nlp
20newsgroups,unsupervised,unsup_nlp_ssts_light,111,9.378853198995063,70.26721575427297,nlp
Agnews,unsupervised,unsup_nlp_ssts_light,222,5.87165341506711,55.65863157894737,nlp
Amazon,unsupervised,unsup_nlp_ssts_light,222,5.934515735331685,57.538621052631576,nlp
Imdb,unsupervised,unsup_nlp_ssts_light,222,4.761737453562853,50.03867368421052,nlp
Yelp,unsupervised,unsup_nlp_ssts_light,222,8.478538831099696,65.43564210526316,nlp
20newsgroups,unsupervised,unsup_nlp_ssts_light,222,9.18026663879346,69.33897165504794,nlp
Agnews,unsupervised,unsup_nlp_ssts_light,333,5.8916540620550295,55.22094736842105,nlp
Amazon,unsupervised,unsup_nlp_ssts_light,333,6.013614997816308,58.12508421052631,nlp
Imdb,unsupervised,unsup_nlp_ssts_light,333,4.676490884356236,49.01026315789474,nlp
Yelp,unsupervised,unsup_nlp_ssts_light,333,7.72246108315153,62.81330526315789,nlp
20newsgroups,unsupervised,unsup_nlp_ssts_light,333,9.151742960379346,69.21290562298736,nlp
Agnews,unsupervised,unsup_nlp_ssts_light,444,5.892283185775184,56.60212631578947,nlp
Amazon,unsupervised,unsup_nlp_ssts_light,444,5.860411154140496,56.78365263157895,nlp
Imdb,unsupervised,unsup_nlp_ssts_light,444,4.745377066797133,49.42865263157895,nlp
Yelp,unsupervised,unsup_nlp_ssts_light,444,7.707859092206299,62.16667368421054,nlp
20newsgroups,unsupervised,unsup_nlp_ssts_light,444,8.67510113935494,69.60348915389787,nlp
Agnews,unsupervised,unsup_nlp_ssts_light,555,5.974860496203902,55.53003157894737,nlp
Amazon,unsupervised,unsup_nlp_ssts_light,555,5.909694611464148,57.515136842105264,nlp
Imdb,unsupervised,unsup_nlp_ssts_light,555,4.826931437045479,50.55433684210527,nlp
Yelp,unsupervised,unsup_nlp_ssts_light,555,7.713872062697905,63.99894736842104,nlp
20newsgroups,unsupervised,unsup_nlp_ssts_light,555,7.972349907330845,65.69477865458792,nlp
Amazon,unsupervised,unsup_classical_plus,111,5.190619436922901,51.06751578947368,nlp
Imdb,unsupervised,unsup_classical_plus,111,5.362399325572139,51.50208421052631,nlp
Amazon,unsupervised,unsup_classical_plus,222,5.132136499680899,50.865989473684216,nlp
Imdb,unsupervised,unsup_classical_plus,222,5.393867051694736,51.867621052631584,nlp
Amazon,unsupervised,unsup_classical_plus,333,4.987323700900912,49.94783157894737,nlp
Imdb,unsupervised,unsup_classical_plus,333,5.245754675762277,50.34294736842105,nlp
Amazon,unsupervised,unsup_classical_plus,444,4.925609146875665,50.36000000000001,nlp
Imdb,unsupervised,unsup_classical_plus,444,5.38650781652234,52.38994736842104,nlp
Amazon,unsupervised,unsup_classical_plus,555,5.121712079058339,52.06623157894737,nlp
Imdb,unsupervised,unsup_classical_plus,555,5.599614298473539,51.88051578947368,nlp
campaign,unsupervised,unsup_baseline,111,31.549835230444888,76.70899016126172,classical
PageBlocks,unsupervised,unsup_baseline,111,51.901383219794404,89.70016021972991,classical
Pima,unsupervised,unsup_baseline,111,50.49328902792587,69.6955223880597,classical
SpamBase,unsupervised,unsup_baseline,111,42.26457543620944,57.6162819188637,classical
speech,unsupervised,unsup_baseline,111,4.824661065797786,63.780667043527416,classical
Wilt,unsupervised,unsup_baseline,111,5.001130274538766,50.631421470206426,classical
yeast,unsupervised,unsup_baseline,111,30.384837287333298,42.19150924922124,classical
MNIST-C,unsupervised,unsup_baseline,111,11.49698481711517,75.71763157894736,cv
MVTec-AD,unsupervised,unsup_baseline,111,94.0066914569804,96.67290496984819,cv
Agnews,unsupervised,unsup_baseline,111,8.947410649482649,66.49796842105263,nlp
Yelp,unsupervised,unsup_baseline,111,8.727110135802112,68.0713157894737,nlp
20newsgroups,unsupervised,unsup_baseline,111,14.220128948241783,77.94640645458084,nlp
campaign,unsupervised,unsup_baseline,222,29.957553884388233,76.65793395695033,classical
PageBlocks,unsupervised,unsup_baseline,222,54.091586077453,90.86859974380906,classical
Pima,unsupervised,unsup_baseline,222,49.248194259738376,68.27462686567165,classical
SpamBase,unsupervised,unsup_baseline,222,42.63000703131805,57.94839312505184,classical
speech,unsupervised,unsup_baseline,222,3.0363687575743166,65.38292820802712,classical
Wilt,unsupervised,unsup_baseline,222,4.735893666804671,47.99528161073459,classical
yeast,unsupervised,unsup_baseline,222,30.109436040729086,43.210205536006654,classical
MNIST-C,unsupervised,unsup_baseline,222,11.699563346155205,75.95314736842106,cv
MVTec-AD,unsupervised,unsup_baseline,222,91.40956899234324,96.69369931378664,cv
Agnews,unsupervised,unsup_baseline,222,8.785581166929074,66.30404210526316,nlp
Yelp,unsupervised,unsup_baseline,222,8.692546250323751,67.91862105263158,nlp
20newsgroups,unsupervised,unsup_baseline,222,14.983498176010288,78.64629410099437,nlp
campaign,unsupervised,unsup_baseline,333,31.19688168529453,76.68960964890762,classical
PageBlocks,unsupervised,unsup_baseline,333,52.69029317296534,90.97633646946389,classical
Pima,unsupervised,unsup_baseline,333,49.01863221701708,68.5910447761194,classical
SpamBase,unsupervised,unsup_baseline,333,41.044143253071084,56.17807182545367,classical
speech,unsupervised,unsup_baseline,333,3.3750534838582493,68.21526286037309,classical
Wilt,unsupervised,unsup_baseline,333,4.98382950577921,50.59679265527953,classical
yeast,unsupervised,unsup_baseline,333,30.08828685779089,43.157413407787395,classical
MNIST-C,unsupervised,unsup_baseline,333,11.558899426441078,75.7481052631579,cv
MVTec-AD,unsupervised,unsup_baseline,333,93.71172297414876,97.26207804810426,cv
Agnews,unsupervised,unsup_baseline,333,8.66455877781956,65.67208421052632,nlp
Yelp,unsupervised,unsup_baseline,333,8.705042790955376,67.96114736842105,nlp
20newsgroups,unsupervised,unsup_baseline,333,14.166514527833996,78.11692735057858,nlp
campaign,unsupervised,unsup_baseline,444,29.9231281407251,75.22459127911146,classical
PageBlocks,unsupervised,unsup_baseline,444,55.88455890488948,91.75221757759012,classical
Pima,unsupervised,unsup_baseline,444,50.28818812902123,68.24402985074627,classical
SpamBase,unsupervised,unsup_baseline,444,44.53462589479852,59.09404897429905,classical
speech,unsupervised,unsup_baseline,444,3.475534422775743,67.5111362351611,classical
Wilt,unsupervised,unsup_baseline,444,4.674232955397746,47.2685029605078,classical
yeast,unsupervised,unsup_baseline,444,30.07928528948395,43.1173398420072,classical
MNIST-C,unsupervised,unsup_baseline,444,11.720149383783614,76.11513684210527,cv
MVTec-AD,unsupervised,unsup_baseline,444,94.25270421703567,96.31940112289456,cv
Agnews,unsupervised,unsup_baseline,444,8.847731876473762,66.26145263157895,nlp
Yelp,unsupervised,unsup_baseline,444,8.72607284741592,68.04942105263159,nlp
20newsgroups,unsupervised,unsup_baseline,444,14.008078624536344,77.78981917265297,nlp
campaign,unsupervised,unsup_baseline,555,30.179288370038677,77.04142792378846,classical
PageBlocks,unsupervised,unsup_baseline,555,53.975161121497806,88.22670087899996,classical
Pima,unsupervised,unsup_baseline,555,50.9007598909186,68.78582089552239,classical
SpamBase,unsupervised,unsup_baseline,555,41.54706198524903,56.3726760579308,classical
speech,unsupervised,unsup_baseline,555,3.5694273271642136,68.61368004522329,classical
Wilt,unsupervised,unsup_baseline,555,4.747010671366693,48.29337941410774,classical
yeast,unsupervised,unsup_baseline,555,29.705723392998028,42.08309864557404,classical
MNIST-C,unsupervised,unsup_baseline,555,11.626279024815346,76.04808421052633,cv
MVTec-AD,unsupervised,unsup_baseline,555,93.5643492562873,96.8323282733763,cv
Agnews,unsupervised,unsup_baseline,555,8.849419017754865,66.47585263157895,nlp
Yelp,unsupervised,unsup_baseline,555,8.754913189110681,68.37572631578948,nlp
20newsgroups,unsupervised,unsup_baseline,555,14.465623762361593,79.33943610885028,nlp
campaign,unsupervised,unsup_lfdanc,111,28.85672154759892,75.70365335571925,classical
PageBlocks,unsupervised,unsup_lfdanc,111,54.90738289902758,92.07346014383637,classical
Pima,unsupervised,unsup_lfdanc,111,49.034487375604584,66.4544776119403,classical
SpamBase,unsupervised,unsup_lfdanc,111,41.94085755714233,55.20201144442518,classical
speech,unsupervised,unsup_lfdanc,111,1.7184830181151232,50.153080836630856,classical
Wilt,unsupervised,unsup_lfdanc,111,3.694860311313931,34.92435395084073,classical
yeast,unsupervised,unsup_lfdanc,111,29.756221726772775,41.14596266395337,classical
MNIST-C,unsupervised,unsup_lfdanc,111,9.651606084748789,69.65307368421053,cv
MVTec-AD,unsupervised,unsup_lfdanc,111,93.26691054012721,96.04214320371526,cv
Agnews,unsupervised,unsup_lfdanc,111,6.069031246615926,57.279094736842104,nlp
Yelp,unsupervised,unsup_lfdanc,111,7.962782299836664,63.71964210526316,nlp
20newsgroups,unsupervised,unsup_lfdanc,111,9.578838588942224,70.99574471849677,nlp
campaign,unsupervised,unsup_lfdanc,222,28.242327770062758,75.55531660301239,classical
PageBlocks,unsupervised,unsup_lfdanc,222,55.36940865468338,92.08827745720446,classical
Pima,unsupervised,unsup_lfdanc,222,49.34563214707264,67.12089552238805,classical
SpamBase,unsupervised,unsup_lfdanc,222,41.03180685700184,53.773531562639,classical
speech,unsupervised,unsup_lfdanc,222,1.6720694142569585,49.478801582815144,classical
Wilt,unsupervised,unsup_lfdanc,222,3.6939870782016992,34.92588921849759,classical
yeast,unsupervised,unsup_lfdanc,222,29.312427652231342,39.55674800490169,classical
MNIST-C,unsupervised,unsup_lfdanc,222,9.574729718516027,69.59888421052632,cv
MVTec-AD,unsupervised,unsup_lfdanc,222,91.74354965891524,95.50149026131558,cv
Agnews,unsupervised,unsup_lfdanc,222,5.923878223521271,55.70679999999999,nlp
Yelp,unsupervised,unsup_lfdanc,222,7.988877668897651,64.72876842105264,nlp
20newsgroups,unsupervised,unsup_lfdanc,222,8.791348991840998,68.52794684879153,nlp
campaign,unsupervised,unsup_lfdanc,333,28.75855415488661,75.70603862233133,classical
PageBlocks,unsupervised,unsup_lfdanc,333,55.5011435574581,92.20127452988159,classical
Pima,unsupervised,unsup_lfdanc,333,50.12335075343252,67.19552238805969,classical
SpamBase,unsupervised,unsup_lfdanc,333,41.7292844621007,55.21972843992431,classical
speech,unsupervised,unsup_lfdanc,333,1.718779578178172,50.503109101187114,classical
Wilt,unsupervised,unsup_lfdanc,333,3.6979427133147516,34.94627416127475,classical
yeast,unsupervised,unsup_lfdanc,333,29.794993151600725,40.33964618170586,classical
MNIST-C,unsupervised,unsup_lfdanc,333,9.40560978450398,69.26797894736842,cv
MVTec-AD,unsupervised,unsup_lfdanc,333,93.26687442442626,95.80647397241283,cv
Agnews,unsupervised,unsup_lfdanc,333,5.833660604067199,55.67191578947368,nlp
Yelp,unsupervised,unsup_lfdanc,333,7.567607327314098,62.72661052631578,nlp
20newsgroups,unsupervised,unsup_lfdanc,333,8.712080604763054,68.82342793446335,nlp
campaign,unsupervised,unsup_lfdanc,444,28.391063129864914,75.4975391950312,classical
PageBlocks,unsupervised,unsup_lfdanc,444,56.41345155757499,92.43176607116325,classical
Pima,unsupervised,unsup_lfdanc,444,48.84426286805652,66.40522388059702,classical
SpamBase,unsupervised,unsup_lfdanc,444,41.34811208044692,55.212530910502785,classical
speech,unsupervised,unsup_lfdanc,444,1.8277236168898485,51.06659129451667,classical
Wilt,unsupervised,unsup_lfdanc,444,3.710948769873611,35.191575815781526,classical
yeast,unsupervised,unsup_lfdanc,444,29.59661808086006,40.03904396786847,classical
MNIST-C,unsupervised,unsup_lfdanc,444,9.466168315645907,69.52646315789474,cv
MVTec-AD,unsupervised,unsup_lfdanc,444,93.88814520109217,96.29860677895611,cv
Agnews,unsupervised,unsup_lfdanc,444,5.883671630740707,56.89372631578947,nlp
Yelp,unsupervised,unsup_lfdanc,444,7.565145705545051,63.06277894736843,nlp
20newsgroups,unsupervised,unsup_lfdanc,444,8.61433983699014,69.67802293074773,nlp
campaign,unsupervised,unsup_lfdanc,555,28.76146902301157,75.66331463488734,classical
PageBlocks,unsupervised,unsup_lfdanc,555,56.36565289035087,92.17890801620669,classical
Pima,unsupervised,unsup_lfdanc,555,48.069174916915514,66.52313432835821,classical
SpamBase,unsupervised,unsup_lfdanc,555,42.22960757467401,55.69992498548714,classical
speech,unsupervised,unsup_lfdanc,555,1.8215844937754113,51.43968343697004,classical
Wilt,unsupervised,unsup_lfdanc,555,3.7117431018670017,35.23277216457387,classical
yeast,unsupervised,unsup_lfdanc,555,29.917672004732708,40.371745410718724,classical
MNIST-C,unsupervised,unsup_lfdanc,555,9.386792787238443,69.09711578947369,cv
MVTec-AD,unsupervised,unsup_lfdanc,555,93.62270731799208,96.49961877036112,cv
Agnews,unsupervised,unsup_lfdanc,555,6.015107817211798,56.2464947368421,nlp
Yelp,unsupervised,unsup_lfdanc,555,7.631510411295565,63.40931578947369,nlp
20newsgroups,unsupervised,unsup_lfdanc,555,7.696523803283004,65.58861778548427,nlp
campaign,unsupervised,unsup_ssts,111,30.017396722887575,75.578300666483,classical
PageBlocks,unsupervised,unsup_ssts,111,49.20993492301385,91.83666421719211,classical
Pima,unsupervised,unsup_ssts,111,49.98406893546457,67.29701492537315,classical
SpamBase,unsupervised,unsup_ssts,111,41.69203614024587,55.756963344667184,classical
speech,unsupervised,unsup_ssts,111,1.7480925037118518,49.59344262295081,classical
Wilt,unsupervised,unsup_ssts,111,3.679634262129146,34.53499301453217,classical
yeast,unsupervised,unsup_ssts,111,29.84100233271725,40.539610246719924,classical
MNIST-C,unsupervised,unsup_ssts,111,10.348707984183065,70.64692631578947,cv
MVTec-AD,unsupervised,unsup_ssts,111,91.97258783764929,95.34899840576696,cv
Agnews,unsupervised,unsup_ssts,111,6.000341519190043,56.37383157894737,nlp
Yelp,unsupervised,unsup_ssts,111,8.084012175022623,64.12177894736841,nlp
20newsgroups,unsupervised,unsup_ssts,111,10.768577337569054,72.75823631409463,nlp
campaign,unsupervised,unsup_ssts,222,28.7014543411856,75.37921228059086,classical
PageBlocks,unsupervised,unsup_ssts,222,52.921174164085706,92.08743419546809,classical
Pima,unsupervised,unsup_ssts,222,49.926729892902245,67.31716417910448,classical
SpamBase,unsupervised,unsup_ssts,222,40.5828851381246,54.23751894210689,classical
speech,unsupervised,unsup_ssts,222,1.8520187108201394,48.43504804974561,classical
Wilt,unsupervised,unsup_ssts,222,3.678948757659115,34.59435669726398,classical
yeast,unsupervised,unsup_ssts,222,29.376079027255326,40.009972968007766,classical
MNIST-C,unsupervised,unsup_ssts,222,9.718981955947637,69.87337894736842,cv
MVTec-AD,unsupervised,unsup_ssts,222,91.71065272582071,95.03015179871075,cv
Agnews,unsupervised,unsup_ssts,222,5.866921442984198,56.225442105263156,nlp
Yelp,unsupervised,unsup_ssts,222,7.5952056427527355,64.34807368421053,nlp
20newsgroups,unsupervised,unsup_ssts,222,9.347357545722973,69.58159347464526,nlp
campaign,unsupervised,unsup_ssts,333,28.818269715235186,75.47188475335223,classical
PageBlocks,unsupervised,unsup_ssts,333,52.52787547202694,92.00077901322315,classical
Pima,unsupervised,unsup_ssts,333,48.84492143497668,66.72985074626865,classical
SpamBase,unsupervised,unsup_ssts,333,40.58797668077462,54.38139885103399,classical
speech,unsupervised,unsup_ssts,333,1.802933238632281,49.84691916336914,classical
Wilt,unsupervised,unsup_ssts,333,3.74594789134166,35.695058314583164,classical
yeast,unsupervised,unsup_ssts,333,29.453764195252607,40.41010297997937,classical
MNIST-C,unsupervised,unsup_ssts,333,9.42394408846613,70.20736842105264,cv
MVTec-AD,unsupervised,unsup_ssts,333,92.84027095558386,95.57080474111042,cv
Agnews,unsupervised,unsup_ssts,333,5.529783694526239,54.49443157894736,nlp
Yelp,unsupervised,unsup_ssts,333,7.546571817827719,63.05931578947369,nlp
20newsgroups,unsupervised,unsup_ssts,333,9.222169077896448,65.1562334123642,nlp
campaign,unsupervised,unsup_ssts,444,28.867658589013395,75.28367011686097,classical
PageBlocks,unsupervised,unsup_ssts,444,51.629982941352445,91.90115366236604,classical
Pima,unsupervised,unsup_ssts,444,49.465010202389884,67.96567164179103,classical
SpamBase,unsupervised,unsup_ssts,444,40.99083119157692,54.55272596708409,classical
speech,unsupervised,unsup_ssts,444,1.9899909271554015,50.56642170717921,classical
Wilt,unsupervised,unsup_ssts,444,3.688618290139127,34.73099551872429,classical
yeast,unsupervised,unsup_ssts,444,29.517549704290136,40.32793702898419,classical
MNIST-C,unsupervised,unsup_ssts,444,10.465099249820408,69.84063157894735,cv
MVTec-AD,unsupervised,unsup_ssts,444,93.17364991370957,96.03521175573577,cv
Agnews,unsupervised,unsup_ssts,444,5.889328302250156,56.022905263157895,nlp
Yelp,unsupervised,unsup_ssts,444,7.644155653400792,63.701263157894736,nlp
20newsgroups,unsupervised,unsup_ssts,444,8.18078808572432,66.62058990056265,nlp
campaign,unsupervised,unsup_ssts,555,29.40042269983236,75.51272116640185,classical
PageBlocks,unsupervised,unsup_ssts,555,52.580646256771445,91.861962069284,classical
Pima,unsupervised,unsup_ssts,555,49.308158837041056,66.89179104477611,classical
SpamBase,unsupervised,unsup_ssts,555,41.04155305043189,54.715076786212414,classical
speech,unsupervised,unsup_ssts,555,2.0539956749413975,50.15715093273035,classical
Wilt,unsupervised,unsup_ssts,555,3.6907036170651497,34.788056299970826,classical
yeast,unsupervised,unsup_ssts,555,29.54034396167902,40.490855757370205,classical
MNIST-C,unsupervised,unsup_ssts,555,9.362903260134852,70.00166315789474,cv
MVTec-AD,unsupervised,unsup_ssts,555,93.77171410132044,96.72142510570458,cv
Agnews,unsupervised,unsup_ssts,555,6.023878556477455,56.2181052631579,nlp
Yelp,unsupervised,unsup_ssts,555,8.333949022836533,65.52003157894737,nlp
20newsgroups,unsupervised,unsup_ssts,555,8.602129414567166,69.11979369404439,nlp
campaign,unsupervised,unsup_classical_plus,111,15.35266805554908,58.93218365644801,classical
PageBlocks,unsupervised,unsup_classical_plus,111,34.012864038843006,79.88222444414997,classical
Pima,unsupervised,unsup_classical_plus,111,41.32998920449822,55.355223880597016,classical
SpamBase,unsupervised,unsup_classical_plus,111,41.537820943020755,54.4001524792485,classical
speech,unsupervised,unsup_classical_plus,111,1.4524153541004332,46.85992085924251,classical
Wilt,unsupervised,unsup_classical_plus,111,4.132963216818888,40.5256074115899,classical
yeast,unsupervised,unsup_classical_plus,111,32.2648486658214,47.27489658597445,classical
MNIST-C,unsupervised,unsup_classical_plus,111,6.834373388718576,61.90277894736842,cv
MVTec-AD,unsupervised,unsup_classical_plus,111,74.93983172281966,89.03444929645802,cv
Agnews,unsupervised,unsup_classical_plus,111,5.0536872826203565,50.1570947368421,nlp
Yelp,unsupervised,unsup_classical_plus,111,5.459103696067086,53.507905263157895,nlp
20newsgroups,unsupervised,unsup_classical_plus,111,5.28733666079213,53.5285218868325,nlp
campaign,unsupervised,unsup_classical_plus,222,15.101347956789315,56.94971604418186,classical
PageBlocks,unsupervised,unsup_classical_plus,222,33.4655574860023,79.45995109081927,classical
Pima,unsupervised,unsup_classical_plus,222,42.85364170285744,55.96641791044776,classical
SpamBase,unsupervised,unsup_classical_plus,222,41.890837762073225,55.347893939279714,classical
speech,unsupervised,unsup_classical_plus,222,1.5461213061876415,46.43843979649519,classical
Wilt,unsupervised,unsup_classical_plus,222,4.006177114428631,39.34549833935216,classical
yeast,unsupervised,unsup_classical_plus,222,31.790443030110556,46.70881961646468,classical
MNIST-C,unsupervised,unsup_classical_plus,222,7.025574067106659,62.92772631578947,cv
MVTec-AD,unsupervised,unsup_classical_plus,222,80.77399897670612,90.73958549941084,cv
Agnews,unsupervised,unsup_classical_plus,222,5.1853323505647335,51.304273684210536,nlp
Yelp,unsupervised,unsup_classical_plus,222,5.489526553675228,54.879515789473686,nlp
20newsgroups,unsupervised,unsup_classical_plus,222,5.253078777523167,52.65733925475069,nlp
campaign,unsupervised,unsup_classical_plus,333,15.826175098224954,59.37356884003275,classical
PageBlocks,unsupervised,unsup_classical_plus,333,33.73825445610775,79.76428826701684,classical
Pima,unsupervised,unsup_classical_plus,333,37.12728468326173,53.694029850746276,classical
SpamBase,unsupervised,unsup_classical_plus,333,40.58824709877528,53.590777926885345,classical
speech,unsupervised,unsup_classical_plus,333,1.517730032174519,47.88422837761447,classical
Wilt,unsupervised,unsup_classical_plus,333,4.281273628366942,42.144632448393686,classical
yeast,unsupervised,unsup_classical_plus,333,31.865193691612546,46.73789061632539,classical
MNIST-C,unsupervised,unsup_classical_plus,333,7.807564769676562,65.20145263157895,cv
MVTec-AD,unsupervised,unsup_classical_plus,333,85.25800055249361,95.03708324669023,cv
Agnews,unsupervised,unsup_classical_plus,333,5.12816497240085,50.648105263157895,nlp
Yelp,unsupervised,unsup_classical_plus,333,5.5445505229623455,53.483999999999995,nlp
20newsgroups,unsupervised,unsup_classical_plus,333,5.521563489261943,54.29509182915177,nlp
campaign,unsupervised,unsup_classical_plus,444,16.620246007988815,59.625046408030244,classical
PageBlocks,unsupervised,unsup_classical_plus,444,33.193962881101115,80.92421486309046,classical
Pima,unsupervised,unsup_classical_plus,444,41.923604862215385,58.2410447761194,classical
SpamBase,unsupervised,unsup_classical_plus,444,41.77777938084716,54.45332702558032,classical
speech,unsupervised,unsup_classical_plus,444,1.3829490753998523,44.42148106274731,classical
Wilt,unsupervised,unsup_classical_plus,444,4.126399130021909,40.76127099691752,classical
yeast,unsupervised,unsup_classical_plus,444,32.09132791795748,46.7782670050208,classical
MNIST-C,unsupervised,unsup_classical_plus,444,7.306733507531157,62.43947368421053,cv
MVTec-AD,unsupervised,unsup_classical_plus,444,75.03301216812567,89.67907395854994,cv
Agnews,unsupervised,unsup_classical_plus,444,5.112428583413118,51.138673684210524,nlp
Yelp,unsupervised,unsup_classical_plus,444,5.530920477726625,53.938210526315785,nlp
20newsgroups,unsupervised,unsup_classical_plus,444,5.108586289483327,52.14688240914399,nlp
campaign,unsupervised,unsup_classical_plus,555,16.510219698966008,59.74022854451208,classical
PageBlocks,unsupervised,unsup_classical_plus,555,35.5957167778268,81.56063654214502,classical
Pima,unsupervised,unsup_classical_plus,555,39.35257999410528,54.646268656716416,classical
SpamBase,unsupervised,unsup_classical_plus,555,42.82021688108447,55.92956269177704,classical
speech,unsupervised,unsup_classical_plus,555,1.3714556909760267,43.8064443188242,classical
Wilt,unsupervised,unsup_classical_plus,555,4.1116521721814046,40.473408311256755,classical
yeast,unsupervised,unsup_classical_plus,555,31.451478971689173,46.51057154797018,classical
MNIST-C,unsupervised,unsup_classical_plus,555,7.2744416134370455,63.14625263157896,cv
MVTec-AD,unsupervised,unsup_classical_plus,555,68.339351002789,87.44714770915644,cv
Agnews,unsupervised,unsup_classical_plus,555,5.199194700587922,50.53924210526316,nlp
Yelp,unsupervised,unsup_classical_plus,555,6.038747282220941,55.81345263157894,nlp
20newsgroups,unsupervised,unsup_classical_plus,555,5.0825072168432,52.27847765313706,nlp
