dataset,setting,candidate,seed,PR-AUC,ROC-AUC,category
optdigits,semi-supervised,semi_speech_specialist,555,29.86574371854434,93.64705882352942,classical
speech,semi-supervised,semi_speech_specialist,555,5.478052284705637,52.39572124818026,classical
vertebral,semi-supervised,semi_speech_specialist,555,23.538646292292476,54.69841269841269,classical
Waveform,semi-supervised,semi_speech_specialist,555,19.225879438286402,76.8755980861244,classical
Wilt,semi-supervised,semi_speech_specialist,555,27.689008173994388,83.98459955954878,classical
WPBC,semi-supervised,semi_speech_specialist,555,42.62637710895898,59.49048152295633,classical
CIFAR10,semi-supervised,semi_speech_specialist,555,22.838679200395383,74.23817490494298,cv
SVHN,semi-supervised,semi_speech_specialist,555,13.535300934585054,61.11327031901001,cv
Agnews,semi-supervised,semi_speech_specialist,555,9.766676339697769,51.765221052631574,nlp
Amazon,semi-supervised,semi_speech_specialist,555,11.205382953645929,57.824,nlp
Imdb,semi-supervised,semi_speech_specialist,555,9.257740397934924,50.12408421052632,nlp
Yelp,semi-supervised,semi_speech_specialist,555,12.876751584799385,63.75873684210526,nlp
20newsgroups,semi-supervised,semi_speech_specialist,555,13.20554011735317,66.66681411231819,nlp
ALOI,semi-supervised,semi_rdt_tail,111,6.488526204219935,54.17947517596845,classical
celeba,semi-supervised,semi_rdt_tail,111,10.057107463978937,70.38874138840701,classical
census,semi-supervised,semi_rdt_tail,111,17.753001046210574,68.61309829304304,classical
glass,semi-supervised,semi_rdt_tail,111,38.855420703975916,91.2621359223301,classical
optdigits,semi-supervised,semi_rdt_tail,111,29.708576493362653,93.74838794578234,classical
speech,semi-supervised,semi_rdt_tail,111,4.280575226676225,53.28727858001863,classical
vertebral,semi-supervised,semi_rdt_tail,111,23.466943526952345,55.23809523809524,classical
Waveform,semi-supervised,semi_rdt_tail,111,25.154673845064064,81.38456937799043,classical
Wilt,semi-supervised,semi_rdt_tail,111,23.358802613183297,81.15646595032216,classical
WPBC,semi-supervised,semi_rdt_tail,111,39.92403446953951,56.6629339305711,classical
CIFAR10,semi-supervised,semi_rdt_tail,111,13.180637596856876,62.03330798479087,cv
SVHN,semi-supervised,semi_rdt_tail,111,10.448774857962166,55.43996020148001,cv
Agnews,semi-supervised,semi_rdt_tail,111,9.540278696262522,49.80147368421053,nlp
Amazon,semi-supervised,semi_rdt_tail,111,11.416528139447143,57.776294736842104,nlp
Imdb,semi-supervised,semi_rdt_tail,111,10.456153329194882,54.038336842105274,nlp
Yelp,semi-supervised,semi_rdt_tail,111,12.50326906449024,61.11755789473684,nlp
20newsgroups,semi-supervised,semi_rdt_tail,111,13.187411013775469,66.07939063661135,nlp
ALOI,semi-supervised,semi_rdt_tail,222,6.466701464433715,54.066534859930535,classical
celeba,semi-supervised,semi_rdt_tail,222,9.919412011442926,70.29179304290516,classical
census,semi-supervised,semi_rdt_tail,222,17.77237629657593,68.87864093787644,classical
glass,semi-supervised,semi_rdt_tail,222,50.394050394050396,94.60625674217907,classical
optdigits,semi-supervised,semi_rdt_tail,222,29.94779958243535,93.8670877747072,classical
speech,semi-supervised,semi_rdt_tail,222,4.276983901480471,53.14531661135877,classical
vertebral,semi-supervised,semi_rdt_tail,222,18.51207203629289,43.58730158730159,classical
Waveform,semi-supervised,semi_rdt_tail,222,20.913097040084015,77.51255980861244,classical
Wilt,semi-supervised,semi_rdt_tail,222,25.531734012410794,83.24101825774414,classical
WPBC,semi-supervised,semi_rdt_tail,222,39.475469245811105,54.955207166853306,classical
CIFAR10,semi-supervised,semi_rdt_tail,222,17.835173092517483,70.2483650190114,cv
SVHN,semi-supervised,semi_rdt_tail,222,10.664332246359413,54.15770163547043,cv
Agnews,semi-supervised,semi_rdt_tail,222,9.619030740880847,51.15406315789473,nlp
Amazon,semi-supervised,semi_rdt_tail,222,11.20801449605184,56.820126315789466,nlp
Imdb,semi-supervised,semi_rdt_tail,222,9.294444878358005,50.883199999999995,nlp
Yelp,semi-supervised,semi_rdt_tail,222,12.49577521310764,59.95469473684211,nlp
20newsgroups,semi-supervised,semi_rdt_tail,222,14.852900122675885,70.6235181712021,nlp
ALOI,semi-supervised,semi_rdt_tail,333,6.494165769073545,54.19362119391342,classical
celeba,semi-supervised,semi_rdt_tail,333,9.735025023085045,70.86629633638898,classical
census,semi-supervised,semi_rdt_tail,333,17.514380040929467,68.3244828890012,classical
glass,semi-supervised,semi_rdt_tail,333,23.631204315560666,87.48651564185546,classical
optdigits,semi-supervised,semi_rdt_tail,333,27.78156122772411,93.12225292801685,classical
speech,semi-supervised,semi_rdt_tail,333,4.054723109412812,54.63184830866329,classical
vertebral,semi-supervised,semi_rdt_tail,333,23.627946613324468,59.74603174603175,classical
Waveform,semi-supervised,semi_rdt_tail,333,18.73960887611521,75.38277511961724,classical
Wilt,semi-supervised,semi_rdt_tail,333,24.793409424089653,81.4995129789822,classical
WPBC,semi-supervised,semi_rdt_tail,333,38.85048239045407,55.62709966405376,classical
CIFAR10,semi-supervised,semi_rdt_tail,333,13.645530499562286,64.34342205323193,cv
SVHN,semi-supervised,semi_rdt_tail,333,9.840403974945469,50.65791928362664,cv
Agnews,semi-supervised,semi_rdt_tail,333,9.563782568915986,50.28791578947368,nlp
Amazon,semi-supervised,semi_rdt_tail,333,11.330658462362795,58.01338947368422,nlp
Imdb,semi-supervised,semi_rdt_tail,333,9.921134301408149,52.99204210526316,nlp
Yelp,semi-supervised,semi_rdt_tail,333,12.91327059555134,62.33983157894737,nlp
20newsgroups,semi-supervised,semi_rdt_tail,333,15.241589665487194,71.42105170034326,nlp
ALOI,semi-supervised,semi_rdt_tail,444,6.47424387191199,54.07833356401446,classical
celeba,semi-supervised,semi_rdt_tail,444,9.739384250054142,70.38700010457254,classical
census,semi-supervised,semi_rdt_tail,444,17.483284495315186,68.53709736421904,classical
glass,semi-supervised,semi_rdt_tail,444,27.01758069625756,79.50377562028046,classical
optdigits,semi-supervised,semi_rdt_tail,444,29.557945030443474,93.76352151598894,classical
speech,semi-supervised,semi_rdt_tail,444,5.494314089195193,52.68416626730444,classical
vertebral,semi-supervised,semi_rdt_tail,444,21.914711855492882,51.55555555555556,classical
Waveform,semi-supervised,semi_rdt_tail,444,16.193337197653186,75.80173444976076,classical
Wilt,semi-supervised,semi_rdt_tail,444,22.311416847002448,80.425678545658,classical
WPBC,semi-supervised,semi_rdt_tail,444,35.48762312172388,48.96416573348264,classical
CIFAR10,semi-supervised,semi_rdt_tail,444,14.721851102813325,66.98585551330798,cv
SVHN,semi-supervised,semi_rdt_tail,444,12.383428609607384,61.4102823207512,cv
Agnews,semi-supervised,semi_rdt_tail,444,9.422075439755135,49.679705263157885,nlp
Amazon,semi-supervised,semi_rdt_tail,444,11.607387476075038,58.224463157894746,nlp
Imdb,semi-supervised,semi_rdt_tail,444,9.838748922766918,53.04951578947368,nlp
Yelp,semi-supervised,semi_rdt_tail,444,12.339077822719485,60.53490526315789,nlp
20newsgroups,semi-supervised,semi_rdt_tail,444,13.824458613014562,68.16766339927102,nlp
ALOI,semi-supervised,semi_rdt_tail,555,6.526357388659987,54.49535734456834,classical
celeba,semi-supervised,semi_rdt_tail,555,9.472099556961927,70.17208063987708,classical
census,semi-supervised,semi_rdt_tail,555,17.62191677393182,68.5270638513067,classical
glass,semi-supervised,semi_rdt_tail,555,25.65614463007001,89.10463861920174,classical
optdigits,semi-supervised,semi_rdt_tail,555,28.297110486713372,93.06750888274773,classical
